Time,Open,High,Low,Last,Change,%Chg,Volume
"2025-08-20 13:15",563.73,564.3001,563.6,564.12,0.38,+0.07%,300019
"2025-08-20 13:10",564.51,564.525,563.69,563.74,-0.76,-0.13%,387544
"2025-08-20 13:05",564.33,564.6199,563.77,564.5,0.17,+0.03%,356584
"2025-08-20 13:00",563.64,564.42,563.46,564.33,0.69,+0.12%,447825
"2025-08-20 12:55",564.1,564.1,563.29,563.64,-0.455,-0.08%,392326
"2025-08-20 12:50",564.12,564.43,563.795,564.095,-0.01,0.00%,395852
"2025-08-20 12:45",564.52,564.64,563.88,564.105,-0.415,-0.07%,393035
"2025-08-20 12:40",564.61,564.71,563.96,564.52,-0.091,-0.02%,369972
"2025-08-20 12:35",564.73,564.83,564.19,564.611,-0.139,-0.02%,413467
"2025-08-20 12:30",565.2,565.228,564.54,564.75,-0.45,-0.08%,453086
"2025-08-20 12:25",564.55,565.33,564.52,565.2,0.64,+0.11%,552407
"2025-08-20 12:20",564.36,564.78,564.28,564.56,0.21,+0.04%,512414
"2025-08-20 12:15",563.775,564.3825,563.74,564.35,0.54,+0.10%,394540
"2025-08-20 12:10",563.15,563.87,563.05,563.81,0.68,+0.12%,381553
"2025-08-20 12:05",563.02,563.24,562.76,563.13,0.08,+0.01%,402055
"2025-08-20 12:00",562.13,563.2,562.06,563.05,0.92,+0.16%,624437
"2025-08-20 11:55",562.11,562.37,561.67,562.13,0.055,+0.01%,448819
"2025-08-20 11:50",563.25,563.255,561.8751,562.075,-1.175,-0.21%,697839
"2025-08-20 11:45",563.57,563.88,563.13,563.25,-0.31,-0.06%,516188
"2025-08-20 11:40",563.44,564.22,563.4,563.56,0.12,+0.02%,698500
"2025-08-20 11:35",564.09,564.42,563.425,563.44,-0.65,-0.12%,877045
"2025-08-20 11:30",563.435,564.21,563.18,564.09,0.65,+0.12%,930503
"2025-08-20 11:25",563.21,563.5,562.72,563.44,0.23,+0.04%,938269
"2025-08-20 11:20",562.2,563.25,562.17,563.21,1.015,+0.18%,924690
"2025-08-20 11:15",561.18,562.2219,561.175,562.195,1.005,+0.18%,756411
"2025-08-20 11:10",560.97,561.2801,560.74,561.19,0.22,+0.04%,571748
"2025-08-20 11:05",559.84,561.08,559.8,560.97,1.12,+0.20%,830662
"2025-08-20 11:00",559.37,559.875,559.1,559.85,0.482,+0.09%,724456
"2025-08-20 10:55",559.07,559.46,558.86,559.368,0.308,+0.06%,621158
"2025-08-20 10:50",559.36,559.62,558.84,559.06,-0.32,-0.06%,544943
"2025-08-20 10:45",559.61,560.13,559.03,559.38,-0.29,-0.05%,783397
"2025-08-20 10:40",560,560.08,559.37,559.67,-0.31,-0.06%,875685
"2025-08-20 10:35",560.38,560.6,559.96,559.98,-0.395,-0.07%,663225
"2025-08-20 10:30",560.31,560.61,559.96,560.375,0.094,+0.02%,861734
"2025-08-20 10:25",561.3981,561.71,560.25,560.281,-1.119,-0.20%,861290
"2025-08-20 10:20",560.71,561.765,560.5,561.4,0.66,+0.12%,975908
"2025-08-20 10:15",560.63,560.99,559.51,560.74,0.12,+0.02%,1265982
"2025-08-20 10:10",560.66,561.08,560.15,560.62,-0.04,-0.01%,1178747
"2025-08-20 10:05",562.11,562.28,560.295,560.66,-1.4562,-0.26%,1549198
"2025-08-20 10:00",562.18,563.17,561.98,562.1162,-0.0638,-0.01%,1477855
"2025-08-20 09:55",562.12,562.93,561.52,562.18,0.05,+0.01%,1814252
"2025-08-20 09:50",564.37,564.37,562.01,562.13,-2.24,-0.40%,2615237
"2025-08-20 09:45",565.8,565.81,564.36,564.37,-1.42,-0.25%,1394135
"2025-08-20 09:40",566.67,566.99,565.79,565.79,-0.88,-0.16%,907255
"2025-08-20 09:35",566.98,567.49,566.63,566.67,-0.28,-0.05%,860068
"2025-08-20 09:30",568.33,568.45,566.75,566.95,-2.33,-0.41%,1649008
"2025-08-19 15:55",568.635,569.45,568.58,569.28,0.645,+0.11%,2899279
"2025-08-19 15:50",569.07,569.13,568.5,568.635,-0.415,-0.07%,852650
"2025-08-19 15:45",569.37,569.41,568.96,569.05,-0.33,-0.06%,399575
"2025-08-19 15:40",569.23,569.38,569.055,569.38,0.18,+0.03%,269926
"2025-08-19 15:35",569.25,569.39,569.1201,569.2,-0.0558,-0.01%,221563
"2025-08-19 15:30",569.06,569.35,569.04,569.2558,0.2058,+0.04%,394239
"2025-08-19 15:25",569.12,569.12,568.931,569.05,-0.0758,-0.01%,357713
"2025-08-19 15:20",568.48,569.1258,568.39,569.1258,0.6458,+0.11%,322644
"2025-08-19 15:15",568.5335,568.63,568.3,568.48,-0.05,-0.01%,332121
"2025-08-19 15:10",568.32,568.63,568.27,568.53,0.21,+0.04%,378325
"2025-08-19 15:05",568.56,568.5701,568.25,568.32,-0.24,-0.04%,280444
"2025-08-19 15:00",569.13,569.13,568.33,568.56,-0.56,-0.10%,451389
"2025-08-19 14:55",569.23,569.33,569.04,569.12,-0.1099,-0.02%,225877
"2025-08-19 14:50",568.77,569.23,568.69,569.2299,0.46,+0.08%,316924
"2025-08-19 14:45",569.04,569.1077,568.76,568.7699,-0.2801,-0.05%,338187
"2025-08-19 14:40",569.03,569.31,568.78,569.05,0.0201,0.00%,258248
"2025-08-19 14:35",569.24,569.33,569.01,569.0299,-0.1901,-0.03%,264635
"2025-08-19 14:30",569.41,569.53,569.13,569.22,-0.19,-0.03%,223356
"2025-08-19 14:25",569.33,569.63,569.22,569.41,0.07,+0.01%,181887
"2025-08-19 14:20",569.43,569.55,569.24,569.34,-0.1,-0.02%,154296
"2025-08-19 14:15",569.48,569.645,569.35,569.44,-0.0401,-0.01%,189354
"2025-08-19 14:10",570.11,570.18,569.48,569.4801,-0.6392,-0.11%,300002
"2025-08-19 14:05",569.49,570.15,569.34,570.1193,0.6293,+0.11%,294688
"2025-08-19 14:00",570.2,570.22,569.12,569.49,-0.71,-0.12%,293172
"2025-08-19 13:55",569.86,570.42,569.855,570.2,0.335,+0.06%,220715
"2025-08-19 13:50",569.945,570.17,569.74,569.865,-0.065,-0.01%,277000
"2025-08-19 13:45",570.1,570.205,569.88,569.93,-0.165,-0.03%,280674
"2025-08-19 13:40",570.01,570.31,570.01,570.095,0.065,+0.01%,229070
"2025-08-19 13:35",569.8999,570.27,569.85,570.03,0.13,+0.02%,296371
"2025-08-19 13:30",569.7,569.97,569.64,569.9,0.1987,+0.03%,238448
"2025-08-19 13:25",569.39,569.81,569.36,569.7013,0.3313,+0.06%,320735
"2025-08-19 13:20",568.99,569.4958,568.895,569.37,0.4071,+0.07%,284194
"2025-08-19 13:15",569.4,569.46,568.71,568.9629,-0.4421,-0.08%,379949
"2025-08-19 13:10",568.91,569.41,568.82,569.405,0.485,+0.09%,388762
"2025-08-19 13:05",569.335,569.5,568.87,568.92,-0.4135,-0.07%,704964
"2025-08-19 13:00",569.595,569.785,569.21,569.3335,-0.2665,-0.05%,452388
"2025-08-19 12:55",569.795,569.88,569.38,569.6,-0.17,-0.03%,429425
"2025-08-19 12:50",569.91,570.29,569.73,569.77,-0.14,-0.02%,503158
"2025-08-19 12:45",569.925,570.06,569.41,569.91,-0.0199,0.00%,665233
"2025-08-19 12:40",570.25,570.28,569.66,569.9299,-0.3101,-0.05%,664741
"2025-08-19 12:35",570.77,571.02,570.2,570.24,-0.52,-0.09%,323088
"2025-08-19 12:30",570.86,570.98,570.4442,570.76,-0.08,-0.01%,340749
"2025-08-19 12:25",571.18,571.28,570.73,570.84,-0.31,-0.05%,255468
"2025-08-19 12:20",571.11,571.39,570.95,571.15,0.04,+0.01%,250907
"2025-08-19 12:15",570.59,571.25,570.59,571.11,0.535,+0.09%,438924
"2025-08-19 12:10",570.99,571.08,570.41,570.575,-0.415,-0.07%,429155
"2025-08-19 12:05",571.45,571.54,570.88,570.99,-0.48,-0.08%,335972
"2025-08-19 12:00",571.45,571.91,571.43,571.47,0.01,0.00%,264909
"2025-08-19 11:55",571.51,571.61,571.335,571.46,-0.08,-0.01%,206855
"2025-08-19 11:50",571.78,571.795,571.3,571.54,-0.24,-0.04%,352997
"2025-08-19 11:45",571.92,572.14,571.72,571.78,-0.14,-0.02%,305723
"2025-08-19 11:40",571.66,572.175,571.52,571.92,0.25,+0.04%,336611
"2025-08-19 11:35",572.125,572.15,571.48,571.67,-0.47,-0.08%,254695
"2025-08-19 11:30",571.95,572.14,571.84,572.14,0.18,+0.03%,238953
"2025-08-19 11:25",571.39,572.12,571.3,571.96,0.56,+0.10%,410383
"2025-08-19 11:20",571.76,571.841,571.2807,571.4,-0.365,-0.06%,285479
"2025-08-19 11:15",571.54,571.81,571.29,571.765,0.225,+0.04%,423942
"2025-08-19 11:10",571.21,571.59,570.67,571.54,0.34,+0.06%,538720
"2025-08-19 11:05",571.205,571.39,570.92,571.2,0.01,0.00%,457801
"2025-08-19 11:00",571.03,571.28,570.39,571.19,0.1501,+0.03%,928544
"2025-08-19 10:55",572.17,572.44,571.02,571.0399,-1.1351,-0.20%,572894
"2025-08-19 10:50",571.83,572.26,571.67,572.175,0.345,+0.06%,531068
"2025-08-19 10:45",572.04,572.36,571.45,571.83,-0.2,-0.03%,818327
"2025-08-19 10:40",572.58,572.9593,571.53,572.03,-0.5589,-0.10%,952292
"2025-08-19 10:35",573.445,573.53,572.395,572.5889,-0.8512,-0.15%,605837
"2025-08-19 10:30",573.11,573.85,572.74,573.4401,0.3451,+0.06%,781943
"2025-08-19 10:25",574.6637,574.8199,573.01,573.095,-1.565,-0.27%,776837
"2025-08-19 10:20",574.82,575.09,574.49,574.66,-0.18,-0.03%,276124
"2025-08-19 10:15",575.05,575.12,574.44,574.84,-0.22,-0.04%,460161
"2025-08-19 10:10",575.46,575.53,574.855,575.06,-0.4,-0.07%,340197
"2025-08-19 10:05",575.36,575.52,575.04,575.46,0.1,+0.02%,433610
"2025-08-19 10:00",574.33,575.38,574.2,575.36,1.04,+0.18%,789968
"2025-08-19 09:55",574.68,574.85,574.25,574.32,-0.36,-0.06%,639833
"2025-08-19 09:50",573.69,574.73,573.44,574.68,1,+0.17%,752877
"2025-08-19 09:45",574.45,574.49,573.42,573.68,-0.76,-0.13%,928196
"2025-08-19 09:40",574.71,575.6,574.44,574.44,-0.27,-0.05%,796744
"2025-08-19 09:35",574.1,574.96,573.92,574.71,0.62,+0.11%,1198532
"2025-08-19 09:30",576.39,576.56,574.03,574.09,-3.,-0.52%,1832456
"2025-08-18 15:55",577.51,577.57,577.0418,577.09,-0.428,-0.07%,962281
"2025-08-18 15:50",577.3,577.54,577.03,577.518,0.218,+0.04%,428871
"2025-08-18 15:45",577.09,577.4087,577.09,577.3,0.2151,+0.04%,226935
"2025-08-18 15:40",576.99,577.12,576.92,577.0849,0.0999,+0.02%,166875
"2025-08-18 15:35",576.95,577.28,576.92,576.985,0.035,+0.01%,197040
"2025-08-18 15:30",576.99,576.99,576.8616,576.95,-0.03,-0.01%,114620
"2025-08-18 15:25",577,577.04,576.8807,576.98,-0.02,0.00%,117650
"2025-08-18 15:20",577.19,577.21,576.96,577,-0.1849,-0.03%,99363
"2025-08-18 15:15",576.95,577.27,576.84,577.1849,0.2349,+0.04%,145668
"2025-08-18 15:10",577.26,577.31,576.91,576.95,-0.32,-0.06%,197818
"2025-08-18 15:05",577.23,577.48,577.145,577.27,0.045,+0.01%,247191
"2025-08-18 15:00",577.08,577.3,576.98,577.225,0.155,+0.03%,164808
"2025-08-18 14:55",577.09,577.24,576.99,577.07,-0.01,0.00%,232015
"2025-08-18 14:50",576.79,577.11,576.78,577.08,0.3,+0.05%,239538
"2025-08-18 14:45",576.8,576.91,576.66,576.78,-0.01,0.00%,178273
"2025-08-18 14:40",576.57,576.8381,576.4415,576.79,0.2,+0.03%,169176
"2025-08-18 14:35",576.62,576.755,576.51,576.59,-0.03,-0.01%,171684
"2025-08-18 14:30",576.41,576.74,576.38,576.62,0.21,+0.04%,185129
"2025-08-18 14:25",576.465,576.6,576.28,576.41,-0.05,-0.01%,184965
"2025-08-18 14:20",576.27,576.4604,576.1699,576.46,0.19,+0.03%,130220
"2025-08-18 14:15",576.25,576.36,576.05,576.27,0.02,0.00%,134928
"2025-08-18 14:10",576.43,576.57,576.24,576.25,-0.18,-0.03%,163239
"2025-08-18 14:05",576.19,576.48,576.15,576.43,0.25,+0.04%,181508
"2025-08-18 14:00",576.25,576.255,575.98,576.18,-0.06,-0.01%,203763
"2025-08-18 13:55",576.29,576.36,576.12,576.24,-0.045,-0.01%,150464
"2025-08-18 13:50",576.19,576.32,576.07,576.285,0.08,+0.01%,149060
"2025-08-18 13:45",576.195,576.265,576.0401,576.205,0.005,0.00%,156562
"2025-08-18 13:40",576.23,576.32,576.02,576.2,-0.035,-0.01%,223739
"2025-08-18 13:35",576.77,576.89,576.21,576.235,-0.535,-0.09%,304180
"2025-08-18 13:30",576.4399,577.17,576.4399,576.77,0.325,+0.06%,448275
"2025-08-18 13:25",576.15,576.46,576.115,576.445,0.3,+0.05%,153642
"2025-08-18 13:20",576.32,576.34,576.06,576.145,-0.175,-0.03%,250330
"2025-08-18 13:15",576.2,576.36,576.16,576.32,0.12,+0.02%,156767
"2025-08-18 13:10",575.92,576.25,575.87,576.2,0.285,+0.05%,157920
"2025-08-18 13:05",576.04,576.07,575.81,575.915,-0.13,-0.02%,139840
"2025-08-18 13:00",575.63,576.08,575.57,576.045,0.425,+0.07%,164848
"2025-08-18 12:55",575.73,575.85,575.56,575.62,-0.1101,-0.02%,136306
"2025-08-18 12:50",575.65,575.94,575.49,575.7301,0.0801,+0.01%,185048
"2025-08-18 12:45",575.78,575.85,575.34,575.65,-0.14,-0.02%,229838
"2025-08-18 12:40",575.76,575.99,575.6855,575.79,0.01,0.00%,146289
"2025-08-18 12:35",576.36,576.37,575.64,575.78,-0.56,-0.10%,222407
"2025-08-18 12:30",576.46,576.71,576.28,576.34,-0.11,-0.02%,167285
"2025-08-18 12:25",576.61,576.63,576.41,576.45,-0.15,-0.03%,147591
"2025-08-18 12:20",576.42,576.64,576.37,576.6,0.1809,+0.03%,190306
"2025-08-18 12:15",576.11,576.42,576.01,576.4191,0.3191,+0.06%,147945
"2025-08-18 12:10",576.21,576.5,576.02,576.1,-0.1,-0.02%,209213
"2025-08-18 12:05",576.07,576.32,575.99,576.2,0.12,+0.02%,196087
"2025-08-18 12:00",575.91,576.2,575.86,576.08,0.16,+0.03%,134117
"2025-08-18 11:55",576.02,576.02,575.76,575.92,-0.1,-0.02%,118217
"2025-08-18 11:50",576.13,576.18,575.8851,576.02,-0.11,-0.02%,164366
"2025-08-18 11:45",575.86,576.2,575.855,576.13,0.2699,+0.05%,189137
"2025-08-18 11:40",575.96,576.0299,575.76,575.8601,-0.0999,-0.02%,146166
"2025-08-18 11:35",575.69,576.0895,575.48,575.96,0.2689,+0.05%,296139
"2025-08-18 11:30",575.85,575.89,575.53,575.6911,-0.1585,-0.03%,247169
"2025-08-18 11:25",576.245,576.26,575.71,575.8496,-0.3704,-0.06%,173443
"2025-08-18 11:20",576.1,576.46,576.09,576.22,0.12,+0.02%,272920
"2025-08-18 11:15",576.19,576.29,575.86,576.1,-0.08,-0.01%,312091
"2025-08-18 11:10",576.71,576.73,576.18,576.18,-0.53,-0.09%,176332
"2025-08-18 11:05",576.58,576.75,576.3301,576.71,0.12,+0.02%,242576
"2025-08-18 11:00",576.652,576.8,576.5,576.59,-0.05,-0.01%,254466
"2025-08-18 10:55",576.55,576.715,576.3,576.64,0.09,+0.02%,329002
"2025-08-18 10:50",575.94,576.68,575.88,576.55,0.61,+0.11%,341667
"2025-08-18 10:45",576.03,576.11,575.2412,575.94,-0.09,-0.02%,538890
"2025-08-18 10:40",576.31,576.59,576.03,576.03,-0.28,-0.05%,242672
"2025-08-18 10:35",576.71,576.89,576.28,576.31,-0.38,-0.07%,208558
"2025-08-18 10:30",576.6,576.9,576.11,576.69,0.09,+0.02%,415867
"2025-08-18 10:25",577.59,577.765,576.6,576.6,-0.995,-0.17%,622382
"2025-08-18 10:20",576.51,577.625,576.46,577.595,1.095,+0.19%,542766
"2025-08-18 10:15",576.55,576.815,576.27,576.5,-0.06,-0.01%,215655
"2025-08-18 10:10",576.44,576.64,576.21,576.56,0.12,+0.02%,235317
"2025-08-18 10:05",576.76,576.8901,576.405,576.44,-0.32,-0.06%,258151
"2025-08-18 10:00",575.96,576.89,575.91,576.76,0.81,+0.14%,453039
"2025-08-18 09:55",576.18,576.44,575.645,575.95,-0.2275,-0.04%,456301
"2025-08-18 09:50",576.97,576.99,575.88,576.1775,-0.8225,-0.14%,529051
"2025-08-18 09:45",576.63,577.29,576.53,577,0.37,+0.06%,446585
"2025-08-18 09:40",577.335,577.44,576.51,576.63,-0.705,-0.12%,565574
"2025-08-18 09:35",577.56,577.6,576.9,577.335,-0.22,-0.04%,483721
"2025-08-18 09:30",576.44,577.58,576.41,577.555,0.215,+0.04%,1077366
"2025-08-15 15:55",577.25,577.34,576.94,577.34,0.08,+0.01%,1839443
"2025-08-15 15:50",577.7,577.8,577.14,577.26,-0.45,-0.08%,819513
"2025-08-15 15:45",577.67,577.7602,577.61,577.71,0.065,+0.01%,302852
"2025-08-15 15:40",577.37,577.79,577.37,577.645,0.2815,+0.05%,247099
"2025-08-15 15:35",577.4,577.61,577.35,577.3635,-0.0415,-0.01%,240132
"2025-08-15 15:30",577.33,577.49,577.2301,577.405,0.07,+0.01%,232431
"2025-08-15 15:25",577.3,577.45,577.2,577.335,0.025,0.00%,97294
"2025-08-15 15:20",577.2,577.49,577.17,577.31,0.115,+0.02%,179248
"2025-08-15 15:15",577.33,577.47,576.88,577.195,-0.125,-0.02%,188648
"2025-08-15 15:10",577.16,577.35,577.16,577.32,0.175,+0.03%,175339
"2025-08-15 15:05",576.85,577.1587,576.6,577.145,0.28,+0.05%,311891
"2025-08-15 15:00",577.38,577.41,576.535,576.865,-0.5293,-0.09%,463233
"2025-08-15 14:55",577.54,577.6473,576.94,577.3943,-0.1357,-0.02%,358145
"2025-08-15 14:50",577.15,577.58,577.14,577.53,0.37,+0.06%,218158
"2025-08-15 14:45",577.32,577.47,577.07,577.16,-0.17,-0.03%,152222
"2025-08-15 14:40",577.4443,577.575,577.3,577.33,-0.11,-0.02%,161279
"2025-08-15 14:35",577.7028,577.7401,577.39,577.44,-0.26,-0.05%,201811
"2025-08-15 14:30",577.72,577.85,577.62,577.7,-0.02,0.00%,207486
"2025-08-15 14:25",577.46,577.795,577.36,577.72,0.245,+0.04%,156763
"2025-08-15 14:20",577.35,577.48,577.18,577.475,0.115,+0.02%,117838
"2025-08-15 14:15",577.615,577.635,577.3,577.36,-0.27,-0.05%,218765
"2025-08-15 14:10",577.86,577.92,577.565,577.63,-0.23,-0.04%,161473
"2025-08-15 14:05",577.87,577.94,577.61,577.86,-0.03,-0.01%,160797
"2025-08-15 14:00",578.08,578.27,577.39,577.89,-0.1843,-0.03%,642896
"2025-08-15 13:55",577.335,578.16,577.335,578.0743,0.7293,+0.13%,406865
"2025-08-15 13:50",577.31,577.41,577.1901,577.345,0.025,0.00%,89535
"2025-08-15 13:45",577.37,577.42,577.17,577.32,-0.0476,-0.01%,93807
"2025-08-15 13:40",577.375,577.54,577.275,577.3676,-0.0051,0.00%,174126
"2025-08-15 13:35",577.59,577.59,577.29,577.3727,-0.1973,-0.03%,152797
"2025-08-15 13:30",577.26,577.79,577.25,577.57,0.3,+0.05%,317890
"2025-08-15 13:25",576.94,577.31,576.8401,577.27,0.31,+0.05%,238826
"2025-08-15 13:20",576.87,577.035,576.79,576.96,0.09,+0.02%,194559
"2025-08-15 13:15",577.22,577.335,576.84,576.87,-0.36,-0.06%,172245
"2025-08-15 13:10",577.41,577.44,577.06,577.23,-0.1851,-0.03%,253112
"2025-08-15 13:05",577.46,577.71,577.31,577.4151,-0.0749,-0.01%,217233
"2025-08-15 13:00",577.58,577.68,577.42,577.49,-0.08,-0.01%,373452
"2025-08-15 12:55",577.42,577.7494,577.3,577.57,0.14,+0.02%,269171
"2025-08-15 12:50",577.26,577.565,577.21,577.43,0.165,+0.03%,345032
"2025-08-15 12:45",576.92,577.265,576.74,577.265,0.355,+0.06%,312942
"2025-08-15 12:40",576.68,577.06,576.57,576.91,0.22,+0.04%,198600
"2025-08-15 12:35",576.765,576.7947,576.41,576.69,-0.0701,-0.01%,226081
"2025-08-15 12:30",576.35,576.8,576.24,576.7601,0.4201,+0.07%,252689
"2025-08-15 12:25",576.56,576.855,576.25,576.34,-0.23,-0.04%,305499
"2025-08-15 12:20",576.74,576.775,576.48,576.57,-0.16,-0.03%,215168
"2025-08-15 12:15",577.375,577.38,576.61,576.73,-0.645,-0.11%,301311
"2025-08-15 12:10",577.005,577.385,576.935,577.375,0.37,+0.06%,340192
"2025-08-15 12:05",576.57,577.05,576.51,577.005,0.445,+0.08%,295033
"2025-08-15 12:00",576.83,576.95,576.36,576.56,-0.28,-0.05%,261487
"2025-08-15 11:55",577.43,577.59,576.74,576.84,-0.582,-0.10%,383602
"2025-08-15 11:50",576.62,577.53,576.55,577.422,0.787,+0.14%,376686
"2025-08-15 11:45",575.74,576.655,575.73,576.635,0.895,+0.16%,422835
"2025-08-15 11:40",576.5218,576.62,575.5743,575.74,-0.7999,-0.14%,573422
"2025-08-15 11:35",577.44,577.45,576.525,576.5399,-0.9001,-0.16%,268566
"2025-08-15 11:30",577.2,577.6,577.105,577.44,0.23,+0.04%,251992
"2025-08-15 11:25",577.25,577.5089,577.16,577.21,-0.04,-0.01%,209621
"2025-08-15 11:20",577.73,577.9386,577.2025,577.25,-0.4799,-0.08%,251300
"2025-08-15 11:15",577.39,577.97,577.3401,577.7299,0.3299,+0.06%,311655
"2025-08-15 11:10",577.18,577.49,577.05,577.4,0.23,+0.04%,239987
"2025-08-15 11:05",577.16,577.2857,576.84,577.17,0,0.00%,235234
"2025-08-15 11:00",577.13,577.33,576.91,577.17,0.025,0.00%,290428
"2025-08-15 10:55",577.35,577.55,576.84,577.145,-0.205,-0.04%,311673
"2025-08-15 10:50",577.51,577.57,577.19,577.35,-0.17,-0.03%,278418
"2025-08-15 10:45",577.94,577.94,577.23,577.52,-0.4,-0.07%,399581
"2025-08-15 10:40",578.3,578.47,577.81,577.92,-0.37,-0.06%,272731
"2025-08-15 10:35",578.06,578.4101,577.84,578.29,0.2,+0.03%,374081
"2025-08-15 10:30",578.49,578.64,578,578.09,-0.4,-0.07%,316658
"2025-08-15 10:25",578.48,578.99,578.09,578.49,0.02,0.00%,374277
"2025-08-15 10:20",578.72,578.8601,578.29,578.47,-0.23,-0.04%,383026
"2025-08-15 10:15",578.89,579.09,578.53,578.7,-0.18,-0.03%,403891
"2025-08-15 10:10",578.73,578.955,578.34,578.88,0.16,+0.03%,370384
"2025-08-15 10:05",578.44,578.76,578.13,578.72,0.27,+0.05%,561615
