Time,Open,High,Low,Last,Change,%Chg,Volume
"2025-07-03 11:30",556.41,556.669,556.34,556.4601,0.0401,+0.01%,237763
"2025-07-03 11:25",556.335,556.67,556.175,556.42,0.085,+0.02%,403208
"2025-07-03 11:20",556.25,556.44,556.24,556.335,0.075,+0.01%,217269
"2025-07-03 11:15",556.45,556.48,556.16,556.26,-0.19,-0.03%,259610
"2025-07-03 11:10",556.22,556.455,556.14,556.45,0.24,+0.04%,216936
"2025-07-03 11:05",556.02,556.44,555.96,556.21,0.175,+0.03%,336521
"2025-07-03 11:00",555.92,556.3,555.905,556.035,0.1243,+0.02%,404959
"2025-07-03 10:55",555.9199,556.08,555.8416,555.9107,0.0006,0.00%,351720
"2025-07-03 10:50",555.73,555.93,555.6499,555.9101,0.1701,+0.03%,329605
"2025-07-03 10:45",555.8908,556.05,555.71,555.74,-0.15,-0.03%,373477
"2025-07-03 10:40",556.02,556.25,555.83,555.89,-0.13,-0.02%,282893
"2025-07-03 10:35",555.96,556.2,555.82,556.02,0.07,+0.01%,190073
"2025-07-03 10:30",556.2,556.37,555.8,555.95,-0.25,-0.04%,378950
"2025-07-03 10:25",556.22,556.285,556,556.2,-0.015,0.00%,249808
"2025-07-03 10:20",556.24,556.33,556.05,556.215,-0.025,0.00%,313907
"2025-07-03 10:15",556.03,556.24,555.72,556.24,0.225,+0.04%,461324
"2025-07-03 10:10",556,556.29,555.95,556.015,0.02,0.00%,483315
"2025-07-03 10:05",555.71,556.02,555.67,555.995,0.2949,+0.05%,552597
"2025-07-03 10:00",554.74,555.74,554.74,555.7001,0.9501,+0.17%,666812
"2025-07-03 09:55",554.66,554.94,554.57,554.75,0.105,+0.02%,500770
"2025-07-03 09:50",554.06,554.76,553.9,554.645,0.585,+0.11%,578832
"2025-07-03 09:45",553.86,554.23,553.58,554.06,0.2,+0.04%,565547
"2025-07-03 09:40",553.71,553.92,553.22,553.86,0.15,+0.03%,834989
"2025-07-03 09:35",553.98,554.42,553.62,553.71,-0.27,-0.05%,599946
"2025-07-03 09:30",553.18,554.51,553.18,553.98,3.18,+0.58%,1298522
"2025-07-02 15:55",550.83,551,550.63,550.8,0.005,0.00%,2661351
"2025-07-02 15:50",550.19,550.89,550.1799,550.795,0.615,+0.11%,801242
"2025-07-02 15:45",550.3,550.3,550.06,550.18,-0.11,-0.02%,255985
"2025-07-02 15:40",550.285,550.34,550.03,550.29,0,0.00%,308642
"2025-07-02 15:35",550.45,550.45,550.24,550.29,-0.16,-0.03%,181296
"2025-07-02 15:30",550.285,550.47,550.2,550.45,0.16,+0.03%,241365
"2025-07-02 15:25",550.4,550.53,550.24,550.29,-0.11,-0.02%,314646
"2025-07-02 15:20",550.1848,550.47,550.16,550.4,0.195,+0.04%,412387
"2025-07-02 15:15",550.38,550.41,550.19,550.205,-0.175,-0.03%,188461
"2025-07-02 15:10",550.58,550.6,550.28,550.38,-0.21,-0.04%,223160
"2025-07-02 15:05",550.69,550.7243,550.485,550.59,-0.11,-0.02%,162846
"2025-07-02 15:00",550.39,550.91,550.3151,550.7,0.32,+0.06%,359277
"2025-07-02 14:55",550.31,550.46,550.2648,550.38,0.07,+0.01%,98103
"2025-07-02 14:50",550.39,550.4401,550.17,550.31,-0.08,-0.01%,162246
"2025-07-02 14:45",550.42,550.58,550.225,550.39,-0.02,0.00%,192287
"2025-07-02 14:40",550.36,550.55,550.3,550.41,0.05,+0.01%,171703
"2025-07-02 14:35",550.48,550.56,550.33,550.36,-0.12,-0.02%,139137
"2025-07-02 14:30",550.37,550.59,550.31,550.48,0.11,+0.02%,168742
"2025-07-02 14:25",550.38,550.549,550.3,550.37,-0.015,0.00%,122534
"2025-07-02 14:20",550.505,550.52,550.28,550.385,-0.13,-0.02%,99033
"2025-07-02 14:15",550.4,550.545,550.125,550.515,0.125,+0.02%,256304
"2025-07-02 14:10",550.475,550.54,550.34,550.39,-0.085,-0.02%,305085
"2025-07-02 14:05",550.26,550.4797,550.17,550.475,0.255,+0.05%,100614
"2025-07-02 14:00",550.31,550.36,550.02,550.22,-0.07,-0.01%,167877
"2025-07-02 13:55",550.44,550.465,550.29,550.29,-0.14,-0.03%,103529
"2025-07-02 13:50",550.28,550.54,550.27,550.43,0.16,+0.03%,274431
"2025-07-02 13:45",550.01,550.28,549.91,550.27,0.27,+0.05%,156915
"2025-07-02 13:40",550.0995,550.15,549.91,550,-0.125,-0.02%,133043
"2025-07-02 13:35",550.24,550.24,549.89,550.125,-0.115,-0.02%,147126
"2025-07-02 13:30",550.12,550.41,550.05,550.24,0.12,+0.02%,187305
"2025-07-02 13:25",550.4,550.45,550.07,550.12,-0.28,-0.05%,154237
"2025-07-02 13:20",550.15,550.42,549.91,550.4,0.2519,+0.05%,303068
"2025-07-02 13:15",550.36,550.4,550.14,550.1481,-0.2119,-0.04%,241587
"2025-07-02 13:10",550.355,550.68,550.3299,550.36,-0.02,0.00%,196197
"2025-07-02 13:05",550.63,550.675,550.345,550.38,-0.225,-0.04%,142791
"2025-07-02 13:00",550.64,550.8,550.54,550.605,-0.035,-0.01%,215745
"2025-07-02 12:55",550.45,550.67,550.4199,550.64,0.1801,+0.03%,166051
"2025-07-02 12:50",550.59,550.6365,550.35,550.4599,-0.1201,-0.02%,140093
"2025-07-02 12:45",550.54,550.61,550.33,550.58,0.05,+0.01%,139798
"2025-07-02 12:40",550.7,550.75,550.49,550.53,-0.18,-0.03%,199304
"2025-07-02 12:35",550.45,550.72,550.44,550.71,0.25,+0.05%,177282
"2025-07-02 12:30",550.42,550.49,550.18,550.46,0.04,+0.01%,194463
"2025-07-02 12:25",550.64,550.7,550.2,550.42,-0.24,-0.04%,292279
"2025-07-02 12:20",550.5,550.7,550.42,550.66,0.1507,+0.03%,169506
"2025-07-02 12:15",550.15,550.64,550.07,550.5093,0.3593,+0.07%,203257
"2025-07-02 12:10",550.38,550.38,550.12,550.15,-0.23,-0.04%,191599
"2025-07-02 12:05",550.05,550.53,549.9992,550.38,0.34,+0.06%,210297
"2025-07-02 12:00",550.17,550.325,549.88,550.04,-0.14,-0.03%,201320
"2025-07-02 11:55",549.96,550.27,549.92,550.18,0.2152,+0.04%,180633
"2025-07-02 11:50",550.17,550.26,549.962,549.9648,-0.1852,-0.03%,145898
"2025-07-02 11:45",549.85,550.31,549.73,550.15,0.295,+0.05%,295402
"2025-07-02 11:40",549.87,550.02,549.7699,549.855,-0.025,0.00%,216395
"2025-07-02 11:35",550.045,550.2994,549.795,549.88,-0.19,-0.03%,254651
"2025-07-02 11:30",549.74,550.14,549.66,550.07,0.34,+0.06%,277544
"2025-07-02 11:25",550.03,550.215,549.62,549.73,-0.3,-0.05%,310949
"2025-07-02 11:20",550.16,550.4,550,550.03,-0.125,-0.02%,317464
"2025-07-02 11:15",550.16,550.385,550.05,550.155,-0.015,0.00%,431384
"2025-07-02 11:10",550.46,550.51,550.04,550.17,-0.3,-0.05%,342752
"2025-07-02 11:05",550.4,550.7599,550.365,550.47,0.09,+0.02%,543485
"2025-07-02 11:00",549.94,550.4399,549.94,550.38,0.45,+0.08%,429582
"2025-07-02 10:55",550.08,550.08,549.6901,549.93,-0.15,-0.03%,316236
"2025-07-02 10:50",550.05,550.4112,549.93,550.08,0.025,0.00%,342539
"2025-07-02 10:45",549.1,550.17,549.1,550.055,0.9255,+0.17%,507360
"2025-07-02 10:40",549.7,550.01,549.03,549.1295,-0.5755,-0.10%,701235
"2025-07-02 10:35",549.72,549.96,549.57,549.705,-0.005,0.00%,306359
"2025-07-02 10:30",549.45,549.73,549.43,549.71,0.245,+0.04%,464282
"2025-07-02 10:25",548.92,549.64,548.81,549.465,0.555,+0.10%,748714
"2025-07-02 10:20",548.71,548.91,548.6,548.91,0.18,+0.03%,241301
"2025-07-02 10:15",548.61,548.84,548.59,548.73,0.105,+0.02%,280649
"2025-07-02 10:10",548.25,548.74,548.25,548.625,0.375,+0.07%,407852
"2025-07-02 10:05",548.05,548.35,547.98,548.25,0.2,+0.04%,417398
"2025-07-02 10:00",547.41,548.149,547.34,548.05,0.63,+0.12%,435605
"2025-07-02 09:55",547.9,547.915,547.36,547.42,-0.4607,-0.08%,341363
"2025-07-02 09:50",547.51,547.958,547.41,547.8807,0.3408,+0.06%,346580
"2025-07-02 09:45",547.12,547.94,547.12,547.5399,0.4006,+0.07%,543640
"2025-07-02 09:40",547.35,547.36,546.76,547.1393,-0.2107,-0.04%,488705
"2025-07-02 09:35",546.54,547.44,546.35,547.35,0.8,+0.15%,715452
"2025-07-02 09:30",546.16,547.045,546.12,546.55,-0.42,-0.08%,1099009
"2025-07-01 15:55",547.59,547.59,546.83,546.97,-0.635,-0.12%,2142285
"2025-07-01 15:50",547.99,548.4,547.44,547.605,-0.38,-0.07%,1004881
"2025-07-01 15:45",547.43,548.12,547.43,547.985,0.56,+0.10%,562424
"2025-07-01 15:40",547.05,547.46,546.99,547.425,0.375,+0.07%,437967
"2025-07-01 15:35",547.19,547.32,546.909,547.05,-0.15,-0.03%,310510
"2025-07-01 15:30",547.78,547.83,547.16,547.2,-0.585,-0.11%,460783
"2025-07-01 15:25",547.61,547.785,547.47,547.785,0.1749,+0.03%,412694
"2025-07-01 15:20",547.29,547.6201,547.1507,547.6101,0.3401,+0.06%,378324
"2025-07-01 15:15",546.83,547.32,546.82,547.27,0.445,+0.08%,388082
"2025-07-01 15:10",546.66,546.98,546.39,546.825,0.175,+0.03%,441435
"2025-07-01 15:05",546.89,546.94,546.345,546.65,-0.22,-0.04%,542231
"2025-07-01 15:00",547.23,547.25,545.92,546.87,-0.37,-0.07%,1309806
"2025-07-01 14:55",547.79,547.855,547.21,547.24,-0.5601,-0.10%,365569
"2025-07-01 14:50",547.83,547.91,547.69,547.8001,-0.0299,-0.01%,170756
"2025-07-01 14:45",547.95,548.06,547.73,547.83,-0.1001,-0.02%,132626
"2025-07-01 14:40",547.87,548.07,547.76,547.9301,0.0551,+0.01%,139940
"2025-07-01 14:35",548.19,548.22,547.735,547.875,-0.29,-0.05%,186584
"2025-07-01 14:30",547.76,548.29,547.681,548.165,0.395,+0.07%,217665
"2025-07-01 14:25",547.87,548.02,547.72,547.77,-0.1001,-0.02%,239615
"2025-07-01 14:20",548.04,548.1,547.77,547.8701,-0.1799,-0.03%,266165
"2025-07-01 14:15",548.19,548.375,547.9,548.05,-0.15,-0.03%,232349
"2025-07-01 14:10",548.3,548.32,548.13,548.2,-0.085,-0.02%,126167
"2025-07-01 14:05",548.25,548.49,548.1511,548.285,0.0464,+0.01%,189612
"2025-07-01 14:00",548.22,548.43,548.2101,548.2386,0.0336,+0.01%,238546
"2025-07-01 13:55",548.3,548.3,548.04,548.205,-0.085,-0.02%,197333
"2025-07-01 13:50",547.92,548.69,547.87,548.29,0.37,+0.07%,330792
"2025-07-01 13:45",547.9,548.02,547.69,547.92,0.0102,0.00%,207024
"2025-07-01 13:40",547.725,547.92,547.6126,547.9098,0.1898,+0.03%,149394
"2025-07-01 13:35",547.66,547.7799,547.47,547.72,0.0594,+0.01%,159100
"2025-07-01 13:30",547.81,547.93,547.47,547.6606,-0.1474,-0.03%,188289
"2025-07-01 13:25",548,548.14,547.63,547.808,-0.222,-0.04%,151596
"2025-07-01 13:20",547.85,548.24,547.69,548.03,0.1564,+0.03%,167531
"2025-07-01 13:15",547.95,548.14,547.78,547.8736,-0.0944,-0.02%,152454
"2025-07-01 13:10",547.99,548.26,547.85,547.968,-0.007,0.00%,197821
"2025-07-01 13:05",547.61,548.19,547.57,547.975,0.365,+0.07%,252175
"2025-07-01 13:00",547.24,547.6991,547.23,547.61,0.38,+0.07%,229763
"2025-07-01 12:55",548.03,548.14,547.1652,547.23,-0.8001,-0.15%,314776
"2025-07-01 12:50",547.5,548.08,547.38,548.0301,0.54,+0.10%,306266
"2025-07-01 12:45",547.34,547.8,547.115,547.4901,0.1351,+0.02%,343058
"2025-07-01 12:40",547.25,547.428,546.95,547.355,0.085,+0.02%,226095
"2025-07-01 12:35",547.15,547.41,546.84,547.27,0.1199,+0.02%,256952
"2025-07-01 12:30",546.68,547.18,546.42,547.1501,0.4501,+0.08%,196774
"2025-07-01 12:25",546.88,546.98,546.64,546.7,-0.165,-0.03%,201397
"2025-07-01 12:20",546.89,546.95,546.5505,546.865,-0.024,0.00%,244790
"2025-07-01 12:15",547.29,547.345,546.65,546.889,-0.401,-0.07%,379202
"2025-07-01 12:10",546.08,547.37,545.98,547.29,1.19,+0.22%,420586
"2025-07-01 12:05",545.77,546.16,545.58,546.1,0.3035,+0.06%,267747
"2025-07-01 12:00",546.23,546.46,545.78,545.7965,-0.4235,-0.08%,268038
"2025-07-01 11:55",546.41,546.43,546.02,546.22,-0.18,-0.03%,278692
"2025-07-01 11:50",545.8,546.51,545.64,546.4,0.59,+0.11%,367186
"2025-07-01 11:45",545.69,546.18,545.61,545.81,0.11,+0.02%,356503
"2025-07-01 11:40",546.06,546.1,545.21,545.7,-0.36,-0.07%,521191
"2025-07-01 11:35",546.95,547.06,545.905,546.06,-0.88,-0.16%,456038
"2025-07-01 11:30",546.83,547.07,546.63,546.94,0.11,+0.02%,391593
"2025-07-01 11:25",546.42,547.09,546.4,546.83,0.4,+0.07%,587979
"2025-07-01 11:20",545.83,546.48,545.6331,546.43,0.6001,+0.11%,515707
"2025-07-01 11:15",544.89,545.8299,544.705,545.8299,0.9299,+0.17%,899126
"2025-07-01 11:10",545.74,545.89,544.66,544.9,-0.83,-0.15%,1308339
"2025-07-01 11:05",547.56,547.63,545.4,545.73,-1.819,-0.33%,1223281
"2025-07-01 11:00",546.91,547.555,546.5,547.549,0.629,+0.12%,904764
"2025-07-01 10:55",547.35,547.47,546.6,546.92,-0.44,-0.08%,681430
"2025-07-01 10:50",547.34,547.6399,547.14,547.36,0.01,0.00%,535347
"2025-07-01 10:45",547.51,547.68,546.81,547.35,-0.17,-0.03%,1016282
"2025-07-01 10:40",547.78,547.79,547.26,547.52,-0.27,-0.05%,935358
"2025-07-01 10:35",548.13,548.55,547.68,547.79,-0.33,-0.06%,894098
"2025-07-01 10:30",548.84,549.21,548.0288,548.12,-0.715,-0.13%,849912
"2025-07-01 10:25",549.39,549.56,548.42,548.835,-0.548,-0.10%,813665
"2025-07-01 10:20",550.22,550.24,549.08,549.383,-0.837,-0.15%,726686
"2025-07-01 10:15",550.33,550.71,550.12,550.22,-0.09,-0.02%,446467
"2025-07-01 10:10",549.62,550.36,549.37,550.31,0.6701,+0.12%,517191
"2025-07-01 10:05",549.78,550.085,549.6,549.6399,-0.09,-0.02%,351667
"2025-07-01 10:00",549.76,550.35,549.48,549.7299,-0.2001,-0.04%,387202
"2025-07-01 09:55",550.23,550.3,549.784,549.93,-0.29,-0.05%,277223
"2025-07-01 09:50",550.1,550.46,549.98,550.22,0.12,+0.02%,490596
"2025-07-01 09:45",549.47,550.18,549.36,550.1,0.65,+0.12%,474761
"2025-07-01 09:40",549.87,550.05,549.14,549.45,-0.42,-0.08%,540796
"2025-07-01 09:35",549.73,550.06,549.52,549.87,0.16,+0.03%,540203
"2025-07-01 09:30",549.73,550.15,549.5,549.71,-1.93,-0.35%,1280838
"2025-06-30 15:55",552.74,552.8,551.54,551.64,-1.1,-0.20%,2522587
"2025-06-30 15:50",551.92,552.8,551.6,552.74,0.81,+0.15%,1888599
"2025-06-30 15:45",551.54,552.02,551.42,551.93,0.38,+0.07%,707073
"2025-06-30 15:40",551.31,551.84,551.3,551.55,0.2362,+0.04%,377666
"2025-06-30 15:35",551.49,551.585,551.12,551.3138,-0.1762,-0.03%,390944
"2025-06-30 15:30",551.39,551.57,551.1316,551.49,0.095,+0.02%,373206
"2025-06-30 15:25",551.39,551.79,551.3499,551.395,-0.02,0.00%,435017
"2025-06-30 15:20",550.92,551.5,550.89,551.415,0.505,+0.09%,516263
"2025-06-30 15:15",551.11,551.119,550.73,550.91,-0.1965,-0.04%,306240
"2025-06-30 15:10",550.915,551.24,550.78,551.1065,0.1915,+0.03%,288182
"2025-06-30 15:05",550.965,551.16,550.77,550.915,-0.065,-0.01%,329766
"2025-06-30 15:00",550.68,551.04,550.65,550.98,0.31,+0.06%,375178
"2025-06-30 14:55",550.07,550.7699,550.07,550.67,0.59,+0.11%,513815
"2025-06-30 14:50",549.55,550.1,549.55,550.08,0.495,+0.09%,313315
"2025-06-30 14:45",549.44,549.99,549.44,549.585,0.1451,+0.03%,616858
"2025-06-30 14:40",549.54,549.56,549.04,549.4399,-0.1101,-0.02%,471740
"2025-06-30 14:35",549.56,549.695,549.42,549.55,-0.01,0.00%,266971
"2025-06-30 14:30",549.97,550.04,549.47,549.56,-0.41,-0.07%,380451
"2025-06-30 14:25",550.25,550.28,549.95,549.97,-0.27,-0.05%,165448
"2025-06-30 14:20",550.21,550.47,550.13,550.24,0.04,+0.01%,249076
"2025-06-30 14:15",549.93,550.328,549.89,550.2,0.26,+0.05%,181518
"2025-06-30 14:10",549.95,550.06,549.67,549.94,0.0104,0.00%,263101
"2025-06-30 14:05",550.13,550.4,549.84,549.9296,-0.1812,-0.03%,230679
"2025-06-30 14:00",549.97,550.37,549.94,550.1108,0.1382,+0.03%,258644
"2025-06-30 13:55",550.1554,550.7,549.18,549.9726,-0.1829,-0.03%,597909
"2025-06-30 13:50",550.1,550.31,550.04,550.1555,0.0555,+0.01%,169314
"2025-06-30 13:45",549.91,550.16,549.8999,550.1,0.2,+0.04%,129182
"2025-06-30 13:40",550.05,550.16,549.86,549.9,-0.1568,-0.03%,211433
"2025-06-30 13:35",550.03,550.18,549.86,550.0568,0.0168,0.00%,212154
"2025-06-30 13:30",550.37,550.439,549.95,550.04,-0.33,-0.06%,169487
"2025-06-30 13:25",550.25,550.415,550.07,550.37,0.12,+0.02%,111802
"2025-06-30 13:20",550.205,550.29,550.07,550.25,0.055,+0.01%,106627
"2025-06-30 13:15",550.28,550.38,550.12,550.195,-0.1,-0.02%,168045
"2025-06-30 13:10",550.43,550.58,550.25,550.295,-0.145,-0.03%,177155
"2025-06-30 13:05",550.37,550.48,550.1335,550.44,0.085,+0.02%,160916
"2025-06-30 13:00",550.51,550.679,550.2931,550.355,-0.125,-0.02%,136036
"2025-06-30 12:55",550.86,550.945,550.4207,550.48,-0.39,-0.07%,174769
"2025-06-30 12:50",550.9,550.95,550.77,550.87,-0.03,-0.01%,157723
"2025-06-30 12:45",550.83,551.03,550.79,550.9,0.08,+0.01%,307396
"2025-06-30 12:40",550.68,551.08,550.68,550.82,0.14,+0.03%,222555
"2025-06-30 12:35",550.65,550.81,550.59,550.68,0.03,+0.01%,149178
"2025-06-30 12:30",550.35,550.67,550.3,550.65,0.29,+0.05%,133430
"2025-06-30 12:25",550.34,550.5292,550.2799,550.36,0.02,0.00%,187747
"2025-06-30 12:20",550.46,550.56,550.28,550.34,-0.115,-0.02%,190414
"2025-06-30 12:15",550.78,551.03,550.27,550.455,-0.3241,-0.06%,182203
"2025-06-30 12:10",551.07,551.098,550.76,550.7791,-0.2909,-0.05%,196446
"2025-06-30 12:05",550.98,551.07,550.89,551.07,0.1,+0.02%,228126
"2025-06-30 12:00",550.53,551,550.5,550.97,0.4401,+0.08%,231788
"2025-06-30 11:55",550.65,550.73,550.3601,550.5299,-0.1401,-0.03%,225119
"2025-06-30 11:50",550.72,550.89,550.64,550.67,-0.03,-0.01%,148092
"2025-06-30 11:45",550.57,550.87,550.51,550.7,0.1301,+0.02%,199312
"2025-06-30 11:40",550.43,550.68,550.23,550.5699,0.1399,+0.03%,212789
"2025-06-30 11:35",550.345,550.431,550.185,550.43,0.08,+0.01%,173921
"2025-06-30 11:30",549.91,550.43,549.7005,550.35,0.46,+0.08%,299298
"2025-06-30 11:25",549.99,550.1305,549.7899,549.89,-0.11,-0.02%,300182
"2025-06-30 11:20",549.67,550.01,549.59,550,0.32,+0.06%,254201
"2025-06-30 11:15",549.85,549.87,549.53,549.68,-0.19,-0.03%,210001
"2025-06-30 11:10",550.45,550.47,549.71,549.87,-0.59,-0.11%,233454
"2025-06-30 11:05",550.2099,550.48,550.1799,550.46,0.25,+0.05%,259920
"2025-06-30 11:00",550,550.27,549.86,550.21,0.22,+0.04%,261661
"2025-06-30 10:55",550.01,550.1701,549.9,549.99,-0.03,-0.01%,134724
"2025-06-30 10:50",550.24,550.27,549.86,550.02,-0.22,-0.04%,175085
"2025-06-30 10:45",549.98,550.3487,549.769,550.24,0.25,+0.05%,274658
"2025-06-30 10:40",549.9199,550.42,549.74,549.99,0.08,+0.01%,377768
"2025-06-30 10:35",550.135,550.16,549.71,549.91,-0.22,-0.04%,364527
"2025-06-30 10:30",550.515,550.57,550.13,550.13,-0.3699,-0.07%,235589
"2025-06-30 10:25",550.04,550.5,549.81,550.4999,0.4399,+0.08%,349664
"2025-06-30 10:20",550.33,550.3901,549.7,550.06,-0.2999,-0.05%,485696
"2025-06-30 10:15",550.55,550.5899,550,550.3599,-0.1901,-0.03%,349120
"2025-06-30 10:10",550.19,550.76,550.16,550.55,0.3393,+0.06%,361473
"2025-06-30 10:05",550.25,550.44,549.905,550.2107,-0.0693,-0.01%,397641
"2025-06-30 10:00",550.13,550.45,550.02,550.28,0.15,+0.03%,388193
"2025-06-30 09:55",549.67,550.23,549.67,550.13,0.45,+0.08%,554297
"2025-06-30 09:50",549.53,550.01,549.4,549.68,0.17,+0.03%,532647
"2025-06-30 09:45",549.88,550.22,549.01,549.51,-0.36,-0.07%,644513
"2025-06-30 09:40",550.31,550.45,549.66,549.87,-0.43,-0.08%,433124
"2025-06-30 09:35",550.15,550.66,549.75,550.3,0.16,+0.03%,599450
"2025-06-30 09:30",551.26,551.31,549.94,550.14,2.05,+0.37%,1150067
"2025-06-27 15:55",547.84,548.385,547.79,548.09,0.26,+0.05%,2429352
"2025-06-27 15:50",547.1,548,546.97,547.83,0.75,+0.14%,1156910
"2025-06-27 15:45",547.07,547.42,547.03,547.08,0.01,0.00%,548954
"2025-06-27 15:40",546.89,547.19,546.89,547.07,0.17,+0.03%,340206
"2025-06-27 15:35",546.69,546.95,546.54,546.9,0.21,+0.04%,399941
"2025-06-27 15:30",546.26,546.76,546.26,546.69,0.43,+0.08%,331568
"2025-06-27 15:25",546.4,546.61,546.13,546.26,-0.15,-0.03%,319361
"2025-06-27 15:20",546.05,546.415,546,546.41,0.365,+0.07%,238399
"2025-06-27 15:15",546.16,546.28,545.81,546.045,-0.095,-0.02%,378507
"2025-06-27 15:10",545.61,546.19,545.59,546.14,0.53,+0.10%,322570
"2025-06-27 15:05",545.48,545.84,545.15,545.61,0.12,+0.02%,470251
"2025-06-27 15:00",544.8,545.59,544.68,545.49,0.69,+0.13%,524822
"2025-06-27 14:55",544.81,544.96,544.545,544.8,-0.03,-0.01%,597739
"2025-06-27 14:50",545.4,545.415,544.55,544.83,-0.56,-0.10%,573880
"2025-06-27 14:45",545.51,546,545.38,545.39,-0.12,-0.02%,530053
"2025-06-27 14:40",545.42,545.53,544.81,545.51,0.1,+0.02%,971423
"2025-06-27 14:35",546.27,546.39,545.39,545.41,-0.85,-0.16%,667290
"2025-06-27 14:30",546.19,546.425,545.75,546.26,0.08,+0.01%,920064
"2025-06-27 14:25",546.86,547.06,546.18,546.18,-0.68,-0.12%,476561
"2025-06-27 14:20",546.8,547.03,546.38,546.86,0.06,+0.01%,598019
"2025-06-27 14:15",547.29,547.46,546.48,546.8,-0.49,-0.09%,475849
"2025-06-27 14:10",547.72,547.85,547.16,547.29,-0.43,-0.08%,298187
"2025-06-27 14:05",547.71,548.02,547.62,547.72,0.005,0.00%,340430
"2025-06-27 14:00",547.89,547.96,547.52,547.715,-0.175,-0.03%,600536
"2025-06-27 13:55",547.5,548.04,546.95,547.89,0.38,+0.07%,667948
"2025-06-27 13:50",547.41,547.79,547.02,547.51,0.06,+0.01%,628522
"2025-06-27 13:45",548.27,548.27,547.13,547.45,-0.83,-0.15%,967586
"2025-06-27 13:40",548.78,548.9899,547.7,548.28,-0.5,-0.09%,550296
"2025-06-27 13:35",548.63,548.8,548.47,548.78,0.14,+0.03%,181652
"2025-06-27 13:30",548.76,548.925,548.6,548.64,-0.12,-0.02%,215733
"2025-06-27 13:25",548.78,548.89,548.65,548.76,-0.015,0.00%,226140
"2025-06-27 13:20",549.09,549.0952,548.61,548.775,-0.3131,-0.06%,192719
"2025-06-27 13:15",549.31,549.33,548.95,549.0881,-0.2318,-0.04%,157274
"2025-06-27 13:10",549.16,549.37,549.15,549.3199,0.1599,+0.03%,189376
"2025-06-27 13:05",549.02,549.18,548.93,549.16,0.14,+0.03%,197843
"2025-06-27 13:00",549.28,549.3,548.83,549.02,-0.28,-0.05%,356443
"2025-06-27 12:55",549.12,549.375,549.03,549.3,0.2,+0.04%,349690
"2025-06-27 12:50",548.835,549.15,548.71,549.1,0.2707,+0.05%,292447
"2025-06-27 12:45",548.935,548.99,548.69,548.8293,-0.1007,-0.02%,246719
"2025-06-27 12:40",549.12,549.23,548.78,548.93,-0.175,-0.03%,268482
"2025-06-27 12:35",549.25,549.25,548.99,549.105,-0.144,-0.03%,241638
"2025-06-27 12:30",549.37,549.4293,549.22,549.249,-0.111,-0.02%,191695
"2025-06-27 12:25",549.05,549.405,549,549.36,0.295,+0.05%,292173
"2025-06-27 12:20",549.05,549.2301,548.92,549.065,0.035,+0.01%,242554
"2025-06-27 12:15",549.47,549.5,548.92,549.03,-0.42,-0.08%,314294
"2025-06-27 12:10",549.5,549.63,549.4,549.45,-0.06,-0.01%,177387
"2025-06-27 12:05",549.47,549.64,549.43,549.51,0.03,+0.01%,220384
"2025-06-27 12:00",549.66,549.66,549.36,549.48,-0.175,-0.03%,362068
"2025-06-27 11:55",549.7851,549.84,549.63,549.655,-0.135,-0.02%,208377
"2025-06-27 11:50",549.895,549.91,549.63,549.79,-0.095,-0.02%,157079
"2025-06-27 11:45",549.79,549.93,549.62,549.885,0.095,+0.02%,191117
"2025-06-27 11:40",549.72,549.855,549.56,549.79,0.08,+0.01%,243080
"2025-06-27 11:35",549.62,549.74,549.52,549.71,0.1,+0.02%,308091
"2025-06-27 11:30",549.26,549.62,549.19,549.61,0.35,+0.06%,290483
"2025-06-27 11:25",549.17,549.26,549,549.26,0.1,+0.02%,214868
"2025-06-27 11:20",548.82,549.18,548.63,549.16,0.345,+0.06%,211666
"2025-06-27 11:15",548.92,548.94,548.46,548.815,-0.1,-0.02%,226477
"2025-06-27 11:10",548.86,549.11,548.83,548.915,0.055,+0.01%,216507
"2025-06-27 11:05",548.68,549.04,548.615,548.86,0.17,+0.03%,303850
"2025-06-27 11:00",548.46,548.77,548.1403,548.69,0.2388,+0.04%,293934
"2025-06-27 10:55",548.83,548.84,548.2,548.4512,-0.3688,-0.07%,351104
"2025-06-27 10:50",549.23,549.27,548.3,548.82,-0.415,-0.08%,452831
"2025-06-27 10:45",549.45,549.49,549.13,549.235,-0.185,-0.03%,209495
"2025-06-27 10:40",549.39,549.5551,549.27,549.42,0.03,+0.01%,253151
"2025-06-27 10:35",548.87,549.76,548.68,549.39,0.52,+0.09%,549600
"2025-06-27 10:30",549.02,549.08,548.57,548.87,-0.1552,-0.03%,267029
"2025-06-27 10:25",549.14,549.15,548.76,549.0252,-0.1299,-0.02%,417833
"2025-06-27 10:20",549.31,549.83,549.11,549.1551,-0.1549,-0.03%,574981
"2025-06-27 10:15",549.47,549.69,549.17,549.31,-0.17,-0.03%,533717
"2025-06-27 10:10",549.34,549.99,549.11,549.48,0.14,+0.03%,604076
"2025-06-27 10:05",549.27,549.79,549.22,549.34,0.06,+0.01%,612564
"2025-06-27 10:00",548.6,549.43,548.6,549.28,0.682,+0.12%,756487
"2025-06-27 09:55",548.08,548.72,548.08,548.598,0.498,+0.09%,470207
"2025-06-27 09:50",547.92,548.14,547.78,548.1,0.2,+0.04%,413652
