<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
QQQ.US,5,20250717,122500,561.97,562.21,561.75,561.825,399022,0
QQQ.US,5,20250717,123000,561.82,561.85,561.64,561.82,260524,0
QQQ.US,5,20250717,123500,561.81,561.875,561.57,561.6,241065,0
QQQ.US,5,20250717,124000,561.61,561.78,561.52,561.66,164356,0
QQQ.US,5,20250717,124500,561.67,561.89,561.595,561.88,179377,0
QQQ.US,5,20250717,125000,561.885,561.9601,561.67,561.7099,151902,0
QQQ.US,5,20250717,125500,561.705,561.8051,561.63,561.775,113268,0
QQQ.US,5,20250717,130000,561.78,561.84,561.67,561.75,228337,0
QQQ.US,5,20250717,130500,561.74,561.74,561.555,561.69,140291,0
QQQ.US,5,20250717,131000,561.69,561.845,561.62,561.815,176160,0
QQQ.US,5,20250717,131500,561.815,561.94,561.75,561.94,129275,0
QQQ.US,5,20250717,132000,561.935,561.935,561.675,561.76,213263,0
QQQ.US,5,20250717,132500,561.78,561.8299,561.21,561.815,233472,0
QQQ.US,5,20250717,133000,561.81,561.9,561.69,561.81,182823,0
QQQ.US,5,20250717,133500,561.81,561.91,561.745,561.835,109501,0
QQQ.US,5,20250717,134000,561.825,561.98,561.815,561.87,127566,0
QQQ.US,5,20250717,134500,561.87,561.97,561.73,561.915,217501,0
QQQ.US,5,20250717,135000,561.915,561.97,561.76,561.91,260207,0
QQQ.US,5,20250717,135500,561.915,562.235,561.91,562.23,226482,0
QQQ.US,5,20250717,140000,562.235,562.31,561.88,561.915,407711,0
QQQ.US,5,20250717,140500,561.92,561.92,561.62,561.65,256704,0
QQQ.US,5,20250717,141000,561.65,561.695,561.4,561.415,254148,0
QQQ.US,5,20250717,141500,561.415,561.72,561.3,561.68,333617,0
QQQ.US,5,20250717,142000,561.675,561.8,561.52,561.77,257194,0
QQQ.US,5,20250717,142500,561.775,561.83,561.5899,561.755,219570,0
QQQ.US,5,20250717,143000,561.755,561.83,561.545,561.675,265233,0
QQQ.US,5,20250717,143500,561.675,561.79,561.525,561.765,253952,0
QQQ.US,5,20250717,144000,561.77,561.805,561.6648,561.74,268776,0
QQQ.US,5,20250717,144500,561.75,561.8091,561.68,561.78,232840,0
QQQ.US,5,20250717,145000,561.8,561.93,561.655,561.66,229112,0
QQQ.US,5,20250717,145500,561.67,561.825,561.63,561.66,157218,0
QQQ.US,5,20250717,150000,561.67,562.14,561.62,562.0596,342780,0
QQQ.US,5,20250717,150500,562.06,562.075,561.8,561.865,266427,0
QQQ.US,5,20250717,151000,561.865,561.9192,561.77,561.81,268364,0
QQQ.US,5,20250717,151500,561.8,561.92,561.785,561.895,315241,0
QQQ.US,5,20250717,152000,561.89,561.93,561.785,561.89,333100,0
QQQ.US,5,20250717,152500,561.88,561.905,561.79,561.885,283568,0
QQQ.US,5,20250717,153000,561.88,562.16,561.79,562.0545,425766,0
QQQ.US,5,20250717,153500,562.05,562.12,561.91,562.075,396035,0
QQQ.US,5,20250717,154000,562.075,562.11,561.73,561.77,351309,0
QQQ.US,5,20250717,154500,561.76,562.0499,561.69,561.9899,486554,0
QQQ.US,5,20250717,155000,561.98,562.28,561.67,561.87,757338,0
QQQ.US,5,20250717,155500,561.86,561.98,561.49,561.8,1785193,0
QQQ.US,5,20250718,093000,563.12,563.32,562.35,562.91,1123976,0
QQQ.US,5,20250718,093500,562.91,563.02,562.11,562.51,436448,0
QQQ.US,5,20250718,094000,562.53,562.64,562.29,562.35,335531,0
QQQ.US,5,20250718,094500,562.33,563.0,562.32,562.78,375345,0
QQQ.US,5,20250718,095000,562.78,562.96,561.95,562.2514,498382,0
QQQ.US,5,20250718,095500,562.26,562.28,561.95,562.08,362478,0
QQQ.US,5,20250718,100000,562.12,562.87,561.66,561.8549,400495,0
QQQ.US,5,20250718,100500,561.82,562.02,561.5,561.755,367482,0
QQQ.US,5,20250718,101000,561.73,561.93,561.27,561.41,310372,0
QQQ.US,5,20250718,101500,561.39,561.51,560.8,561.3692,745178,0
QQQ.US,5,20250718,102000,561.36,561.59,560.8,560.9,532531,0
QQQ.US,5,20250718,102500,560.9,560.97,560.33,560.4801,467885,0
QQQ.US,5,20250718,103000,560.49,560.9351,560.41,560.76,277548,0
QQQ.US,5,20250718,103500,560.75,561.08,560.53,560.805,373114,0
QQQ.US,5,20250718,104000,560.8,561.23,560.6612,561.215,367194,0
QQQ.US,5,20250718,104500,561.21,561.38,560.835,560.9,369838,0
QQQ.US,5,20250718,105000,560.905,561.2,560.83,560.905,283085,0
QQQ.US,5,20250718,105500,560.91,561.265,560.74,560.778,257832,0
