<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CAEP.US,D,20250626,000000,10.65,10.71,10.5,10.5,10935528,0
CAEP.US,D,20250627,000000,10.51,10.59,10.4736,10.53,671115,0
CAEP.US,D,20250630,000000,10.53,10.64,10.53,10.55,391132,0
CAEP.US,D,20250701,000000,10.6,10.6,10.49,10.5,653451,0
CAEP.US,D,20250702,000000,10.46,10.5,10.31,10.49,136732,0
CAEP.US,D,20250703,000000,10.5,10.5,10.445,10.49,98087,0
CAEP.US,D,20250707,000000,10.65,10.65,10.42,10.47,13035,0
CAEP.US,D,20250708,000000,10.5,10.5,10.3,10.45,289375,0
CAEP.US,D,20250709,000000,10.48,10.48,10.36,10.46,107603,0
